order_id,customer_id,order_date,status
743,112,2025-07-06,completed
744,112,2025-08-06,completed
745,112,2025-08-27,completed
746,112,2025-09-02,completed
747,112,2025-10-09,completed
748,112,2025-10-19,completed
749,112,2025-10-26,completed
750,112,2025-11-28,completed
751,112,2025-12-12,completed
752,113,2025-09-15,completed
753,113,2025-11-19,completed
754,114,2025-01-17,completed
755,115,2025-01-05,completed
756,115,2025-01-16,completed
757,115,2025-01-28,completed
758,115,2025-02-05,completed
759,115,2025-02-09,completed
760,115,2025-02-10,completed
761,115,2025-03-03,completed
762,115,2025-03-05,completed
763,115,2025-03-06,completed
764,115,2025-03-15,completed
765,116,2025-05-21,cancelled
766,116,2025-07-08,completed
767,116,2025-07-15,completed
768,116,2025-08-16,completed
769,116,2025-08-26,completed
770,116,2025-11-20,cancelled
771,116,2025-11-29,completed
772,116,2025-12-01,completed
773,117,2025-06-04,completed
774,117,2025-06-06,completed
775,117,2025-06-20,completed
776,117,2025-07-01,completed
777,117,2025-07-13,completed
778,117,2025-07-18,completed
779,117,2025-07-25,completed
780,117,2025-08-10,completed
781,117,2025-08-24,completed
782,117,2025-10-03,completed
783,117,2025-10-10,completed
784,117,2025-10-28,completed
785,117,2025-11-11,completed
786,117,2025-11-18,completed
787,117,2025-12-21,completed
788,117,2025-12-25,completed
789,117,2025-12-31,completed
790,118,2025-09-21,completed
791,119,2025-02-27,completed
792,119,2025-05-08,completed
793,119,2025-06-23,completed
794,119,2025-12-14,completed
795,120,2025-01-03,completed
796,120,2025-08-11,completed
797,121,2025-05-17,completed
798,121,2025-05-19,completed
799,121,2025-05-27,completed
800,121,2025-06-10,completed
801,121,2025-06-11,cancelled
802,121,2025-06-15,completed
803,121,2025-06-16,completed
804,121,2025-06-22,completed
805,121,2025-07-13,completed
806,121,2025-08-10,completed
807,121,2025-08-21,completed
808,121,2025-09-19,completed
809,121,2025-11-03,completed
810,121,2025-11-05,completed
811,121,2025-11-26,completed
812,121,2025-12-02,completed
813,121,2025-12-11,completed
814,121,2025-12-15,completed
815,122,2025-01-01,completed
816,122,2025-01-06,completed
817,122,2025-01-09,completed
818,122,2025-01-30,completed
819,122,2025-02-12,completed
820,122,2025-03-01,completed
821,122,2025-03-10,completed
822,122,2025-04-01,completed
823,122,2025-04-18,cancelled
824,122,2025-04-23,completed
825,122,2025-05-12,completed
826,122,2025-05-16,completed
827,122,2025-05-24,completed
828,122,2025-05-31,completed
829,122,2025-06-16,completed
830,122,2025-06-16,completed
831,122,2025-06-27,completed
832,122,2025-07-02,completed
833,122,2025-07-08,completed
834,122,2025-07-29,completed
835,122,2025-10-01,completed
836,122,2025-10-09,completed
837,122,2025-11-06,completed
838,122,2025-11-10,completed
839,122,2025-11-17,completed
840,122,2025-11-20,completed
841,122,2025-11-29,cancelled
842,122,2025-12-28,completed
843,123,2025-10-14,completed
844,123,2025-11-06,completed
845,124,2025-08-06,completed
846,124,2025-09-15,completed
847,124,2025-09-18,completed
848,124,2025-09-28,completed
849,124,2025-10-05,completed
850,124,2025-10-16,completed
851,124,2025-12-17,completed
852,125,2025-07-07,completed
853,126,2025-09-10,completed
854,126,2025-09-22,completed
855,126,2025-09-28,completed
856,126,2025-09-29,cancelled
857,126,2025-10-16,completed
858,126,2025-10-27,completed
859,126,2025-11-19,completed
860,126,2025-11-20,completed
861,126,2025-12-07,completed
862,126,2025-12-23,completed
863,126,2025-12-27,completed
864,127,2025-01-08,completed
865,127,2025-01-09,completed
866,127,2025-06-04,completed
867,127,2025-06-07,completed
868,127,2025-07-06,completed
869,127,2025-07-09,completed
870,127,2025-09-15,completed
871,128,2025-01-17,cancelled
872,128,2025-08-01,completed
873,129,2025-06-03,completed
874,129,2025-06-22,completed
875,129,2025-08-28,completed
876,129,2025-09-07,completed
877,129,2025-10-15,completed
878,129,2025-10-30,completed
879,129,2025-12-12,completed
880,129,2025-12-19,completed
881,130,2025-12-03,completed
882,130,2025-12-04,completed
883,130,2025-12-10,completed
884,131,2025-03-04,completed
885,131,2025-05-11,completed
886,132,2025-06-19,completed
887,132,2025-06-29,completed
888,132,2025-07-02,completed
889,132,2025-07-29,completed
890,132,2025-08-13,completed
891,132,2025-10-10,completed
892,132,2025-10-13,completed
893,132,2025-11-01,completed
894,132,2025-12-01,completed
895,132,2025-12-10,completed
896,133,2025-11-10,completed
897,133,2025-11-13,completed
898,133,2025-11-15,completed
899,133,2025-11-30,completed
900,133,2025-12-09,completed
901,133,2025-12-20,completed
902,134,2025-03-04,completed
903,134,2025-05-04,completed
904,134,2025-09-25,completed
905,134,2025-09-28,completed
906,134,2025-10-23,completed
907,135,2025-07-07,completed
908,136,2025-01-26,completed
909,136,2025-02-20,completed
910,136,2025-11-29,completed
911,137,2025-01-02,completed
912,137,2025-02-18,completed
913,137,2025-04-05,cancelled
914,137,2025-05-28,cancelled
915,137,2025-09-15,completed
916,137,2025-11-02,completed
917,137,2025-12-25,completed
918,137,2025-12-28,completed
919,138,2025-09-13,completed
920,138,2025-10-10,completed
921,139,2025-01-05,completed
922,139,2025-02-26,completed
923,139,2025-03-17,completed
924,139,2025-03-18,completed
925,139,2025-05-28,completed
926,139,2025-06-27,completed
927,139,2025-08-27,completed
928,139,2025-09-13,completed
929,139,2025-09-25,completed
930,139,2025-10-18,completed
931,139,2025-12-15,completed
932,139,2025-12-17,completed
933,140,2025-01-04,completed
934,140,2025-03-21,completed
935,140,2025-06-04,completed
936,140,2025-06-09,completed
937,140,2025-09-06,completed
938,140,2025-11-16,completed
939,140,2025-11-18,completed
940,140,2025-12-19,completed
941,141,2025-11-01,completed
942,141,2025-11-11,completed
943,141,2025-11-14,completed
944,141,2025-11-18,completed
945,141,2025-11-23,completed
946,141,2025-11-23,completed
947,141,2025-11-30,completed
948,141,2025-12-03,completed
949,141,2025-12-03,completed
950,141,2025-12-25,completed
951,141,2025-12-26,completed
952,141,2025-12-28,completed
953,142,2025-10-02,completed
954,143,2025-03-12,completed
955,143,2025-03-21,completed
956,143,2025-04-08,completed
957,143,2025-05-02,completed
958,143,2025-06-14,completed
959,143,2025-07-08,completed
960,143,2025-07-20,completed
961,143,2025-09-03,completed
962,143,2025-10-25,completed
963,143,2025-11-03,completed
964,143,2025-11-11,completed
965,143,2025-11-17,completed
966,143,2025-12-02,completed
967,143,2025-12-20,cancelled
968,143,2025-12-24,completed
969,144,2025-11-13,completed
970,144,2025-11-15,completed
971,144,2025-11-27,completed
972,145,2025-08-26,completed
973,145,2025-09-01,completed
974,145,2025-09-24,completed
975,145,2025-10-07,completed
976,145,2025-10-17,completed
977,145,2025-10-26,completed
978,145,2025-10-28,completed
979,145,2025-11-13,completed
980,145,2025-11-19,completed
981,145,2025-11-20,completed
982,145,2025-11-21,completed
983,145,2025-11-23,completed
984,145,2025-11-27,completed
985,145,2025-11-30,completed
986,145,2025-12-06,completed
987,146,2025-04-28,completed
988,146,2025-04-28,completed
989,146,2025-08-03,completed
990,146,2025-08-18,completed
991,146,2025-10-19,completed
992,147,2025-08-09,completed
993,147,2025-08-29,completed
