order_id,product_id,quantity,unit_price
73,13,1,185
73,17,2,35
73,22,1,35
73,18,1,28
74,2,1,20
74,8,1,20
74,11,1,28
75,9,1,30
75,19,1,45
76,6,1,18
77,7,1,25
77,1,1,12
77,9,1,30
77,6,3,18
77,10,2,22
78,20,1,120
78,28,1,39
78,26,2,95
79,25,1,55
80,8,1,20
81,17,2,35
82,23,3,30
82,28,1,39
82,27,2,49
83,20,2,120
84,7,1,25
85,11,2,28
85,14,1,55
86,22,1,35
87,19,1,45
87,25,1,55
87,27,1,49
88,8,3,20
88,1,1,12
89,9,1,30
90,6,1,18
90,12,1,15
91,21,1,75
91,16,1,40
91,8,3,20
91,28,1,39
92,20,1,120
92,23,1,30
92,17,1,35
92,21,2,75
93,22,1,35
93,26,1,95
94,19,1,45
94,28,3,39
94,13,3,185
94,25,1,55
95,10,2,22
96,17,1,35
96,18,1,28
96,16,1,40
96,8,1,20
96,19,1,45
97,6,1,18
97,7,1,25
97,11,2,28
98,7,1,25
98,19,2,45
99,25,1,55
99,19,2,45
99,20,1,120
100,6,1,18
100,12,1,15
101,19,1,45
101,27,1,49
101,7,1,25
101,24,1,89
102,25,2,55
102,10,1,22
102,23,1,30
102,17,1,35
103,12,2,15
103,7,1,25
103,23,3,30
104,6,1,18
105,23,2,30
105,27,2,49
105,25,1,55
105,14,1,55
105,4,2,35
106,2,2,20
106,12,2,15
107,14,1,55
107,15,3,60
108,3,2,15
108,9,1,30
109,6,1,18
109,28,2,39
109,12,1,15
110,26,1,95
110,16,1,40
111,18,1,28
111,10,1,22
111,5,1,65
111,1,1,12
111,11,1,28
112,1,3,12
112,8,1,20
113,22,1,35
113,3,1,15
113,24,2,89
114,9,3,30
114,3,1,15
115,17,1,35
115,21,1,75
115,15,1,60
115,1,1,12
116,23,1,30
116,26,1,95
117,12,3,15
117,1,1,12
117,25,3,55
117,2,1,20
118,10,1,22
118,1,2,12
118,6,1,18
119,28,2,39
120,1,1,12
120,12,3,15
120,10,1,22
120,11,1,28
120,2,3,20
121,17,1,35
121,16,1,40
121,19,2,45
122,8,1,20
122,1,1,12
122,3,1,15
123,10,1,22
123,2,1,20
124,7,2,25
124,1,2,12
125,4,1,35
125,7,1,25
126,10,1,22
126,1,1,12
127,5,3,65
127,8,1,20
128,8,3,20
128,5,1,65
128,28,1,39
128,2,3,20
129,4,2,35
129,1,2,12
129,27,1,49
129,11,1,28
129,3,1,15
130,10,1,22
131,15,2,60
131,26,1,95
132,18,1,28
132,15,1,60
132,3,1,15
132,16,3,40
132,17,1,35
133,2,1,20
134,18,1,28
134,15,1,60
135,28,1,39
136,2,2,20
136,20,1,120
136,9,1,30
136,14,1,55
136,7,2,25
137,3,2,15
137,26,1,95
138,10,1,22
138,5,1,65
139,10,1,22
139,2,2,20
140,11,1,28
140,6,1,18
141,6,1,18
141,9,1,30
142,10,2,22
142,3,3,15
143,7,1,25
144,24,1,89
144,12,1,15
144,21,1,75
145,11,1,28
145,3,1,15
145,6,1,18
146,21,1,75
146,26,1,95
147,14,2,55
147,21,1,75
147,15,1,60
147,18,2,28
147,6,1,18
148,17,1,35
148,14,1,55
148,15,1,60
149,18,2,28
149,14,3,55
150,27,2,49
151,24,1,89
151,23,1,30
151,22,1,35
151,18,1,28
151,10,1,22
152,12,1,15
153,27,2,49
153,19,2,45
154,10,1,22
155,8,1,20
155,15,2,60
155,2,1,20
155,1,1,12
156,1,1,12
156,6,1,18
157,26,1,95
158,9,2,30
159,1,1,12
159,7,1,25
159,11,2,28
160,3,2,15
160,9,1,30
161,3,1,15
161,21,1,75
161,12,1,15
161,9,2,30
162,10,1,22
163,27,1,49
163,19,1,45
164,16,1,40
164,18,1,28
164,17,1,35
165,28,2,39
165,3,1,15
165,15,1,60
165,22,1,35
165,26,1,95
166,12,1,15
166,13,1,185
166,4,1,35
167,12,1,15
167,5,1,65
168,18,1,28
168,16,1,40
168,23,1,30
168,13,1,185
169,3,1,15
169,19,2,45
169,12,2,15
170,21,1,75
171,1,1,12
171,8,1,20
171,11,1,28
172,18,1,28
172,16,3,40
172,17,1,35
172,13,3,185
173,19,1,45
173,6,1,18
173,28,1,39
173,27,1,49
174,1,2,12
174,12,2,15
175,11,1,28
176,20,2,120
176,25,2,55
176,28,1,39
177,17,1,35
177,1,2,12
178,2,1,20
178,25,3,55
178,18,1,28
179,22,1,35
180,27,1,49
180,20,2,120
181,8,1,20
181,1,1,12
181,6,1,18
182,13,1,185
182,5,1,65
183,18,2,28
184,23,1,30
185,9,1,30
186,28,1,39
187,20,2,120
187,26,1,95
188,22,1,35
188,28,1,39
188,27,1,49
188,26,1,95
189,11,1,28
190,17,1,35
190,18,1,28
190,13,1,185
191,28,1,39
192,19,1,45
192,28,1,39
193,1,1,12
194,7,1,25
194,12,1,15
194,4,1,35
194,1,2,12
195,27,3,49
195,28,1,39
195,23,1,30
196,9,1,30
196,19,3,45
196,3,2,15
197,14,2,55
197,13,1,185
197,17,1,35
197,16,2,40
197,18,2,28
198,18,1,28
199,9,1,30
199,4,1,35
200,28,1,39
200,10,1,22
201,3,3,15
201,27,3,49
201,10,1,22
202,28,2,39
202,22,1,35
202,3,2,15
202,6,1,18
202,5,2,65
203,6,1,18
204,1,1,12
205,25,1,55
205,21,1,75
205,2,2,20
205,23,1,30
205,17,1,35
206,4,1,35
207,25,1,55
207,22,1,35
208,4,1,35
208,3,1,15
208,8,1,20
208,11,1,28
208,21,1,75
209,9,1,30
210,23,1,30
211,17,1,35
211,16,2,40
212,7,1,25
212,2,1,20
213,2,1,20
213,10,2,22
213,16,2,40
214,24,1,89
214,23,1,30
215,12,1,15
215,22,2,35
215,16,1,40
216,22,2,35
216,26,2,95
216,10,1,22
216,16,1,40
216,6,1,18
217,11,2,28
218,2,1,20
218,11,1,28
218,24,1,89
218,25,1,55
218,10,1,22
219,10,1,22
219,18,1,28
220,8,2,20
220,7,2,25
221,6,2,18
221,11,1,28
221,8,1,20
221,17,1,35
221,9,1,30
222,2,1,20
222,10,1,22
222,14,2,55
223,1,1,12
224,9,1,30
225,23,2,30
226,6,1,18
227,24,1,89
227,17,1,35
228,6,2,18
228,27,1,49
228,18,1,28
228,12,1,15
229,15,1,60
229,18,1,28
229,23,1,30
230,8,1,20
230,2,1,20
231,4,2,35
231,7,1,25
231,12,1,15
232,12,1,15
233,19,2,45
233,28,1,39
234,17,1,35
234,18,1,28
234,14,1,55
235,20,2,120
235,14,3,55
236,6,1,18
236,12,1,15
236,11,1,28
237,17,1,35
238,5,1,65
238,11,1,28
239,28,1,39
240,28,1,39
240,23,1,30
240,19,1,45
240,22,1,35
241,4,1,35
241,22,1,35
242,12,2,15
242,3,3,15
243,8,1,20
243,3,1,15
243,1,1,12
243,6,1,18
244,28,1,39
245,1,1,12
245,18,1,28
246,9,1,30
246,12,1,15
247,17,1,35
247,6,1,18
248,19,1,45
249,5,1,65
250,5,1,65
250,8,1,20
251,8,2,20
251,4,1,35
251,23,1,30
251,3,1,15
251,2,3,20
252,2,1,20
252,7,2,25
253,2,1,20
253,1,1,12
253,18,1,28
254,2,2,20
254,6,2,18
254,12,1,15
254,8,2,20
255,2,2,20
255,5,1,65
255,10,1,22
256,1,3,12
256,23,1,30
257,10,1,22
258,18,1,28
258,21,1,75
259,8,1,20
259,19,1,45
259,4,1,35
260,14,2,55
260,1,1,12
260,5,1,65
260,24,1,89
261,15,1,60
261,16,3,40
262,10,1,22
263,22,1,35
263,16,2,40
263,13,2,185
263,10,2,22
264,16,1,40
264,9,1,30
264,13,1,185
265,14,2,55
265,13,2,185
265,11,1,28
266,5,2,65
266,11,1,28
266,10,1,22
266,3,1,15
267,19,1,45
268,8,1,20
268,11,1,28
268,19,1,45
269,3,2,15
269,25,1,55
269,23,1,30
269,8,1,20
270,26,1,95
270,22,1,35
270,4,2,35
271,15,1,60
271,19,2,45
272,10,2,22
272,1,3,12
272,2,1,20
272,3,1,15
273,5,1,65
273,9,1,30
273,11,1,28
274,12,1,15
274,19,1,45
275,5,1,65
275,24,2,89
275,8,1,20
276,5,1,65
276,4,3,35
276,12,2,15
277,7,1,25
278,1,1,12
278,12,2,15
278,11,1,28
278,22,2,35
279,12,1,15
279,3,3,15
279,10,1,22
279,6,1,18
279,9,1,30
280,16,1,40
280,27,1,49
280,7,1,25
280,26,2,95
281,27,1,49
281,23,1,30
282,21,2,75
282,10,3,22
282,26,2,95
283,20,1,120
283,26,1,95
283,24,1,89
283,28,1,39
283,12,1,15
284,13,2,185
284,16,1,40
284,15,3,60
285,7,1,25
285,5,1,65
285,2,1,20
286,22,1,35
286,27,1,49
287,15,1,60
288,20,1,120
288,8,1,20
289,6,2,18
290,22,2,35
291,12,1,15
291,1,2,12
291,3,1,15
292,8,1,20
292,15,1,60
292,2,1,20
293,11,1,28
293,3,1,15
293,25,1,55
294,16,2,40
295,13,1,185
296,6,2,18
297,3,1,15
297,12,1,15
297,24,1,89
298,6,3,18
299,20,2,120
299,24,1,89
299,13,2,185
300,21,1,75
301,18,1,28
302,26,1,95
302,1,1,12
303,25,2,55
303,8,1,20
304,12,1,15
304,1,1,12
304,5,1,65
305,6,2,18
306,12,2,15
306,1,1,12
307,4,1,35
307,1,1,12
308,27,1,49
309,19,1,45
310,12,1,15
310,3,1,15
311,1,1,12
312,23,2,30
312,4,1,35
312,15,2,60
313,25,1,55
313,1,1,12
313,18,2,28
314,27,1,49
314,23,2,30
315,15,1,60
315,14,1,55
315,26,1,95
315,17,2,35
316,12,2,15
316,1,1,12
317,15,1,60
317,17,1,35
318,5,1,65
318,14,1,55
319,2,1,20
320,16,1,40
320,19,2,45
320,27,1,49
320,15,1,60
320,14,1,55
321,4,1,35
322,4,3,35
323,10,2,22
323,13,1,185
324,23,2,30
325,7,1,25
325,4,3,35
325,16,2,40
325,2,3,20
325,1,2,12
326,18,2,28
326,13,2,185
327,11,1,28
327,1,1,12
328,18,1,28
328,14,2,55
328,12,1,15
328,17,3,35
328,13,1,185
329,7,2,25
329,18,1,28
329,12,1,15
329,5,1,65
330,3,3,15
331,16,1,40
331,13,1,185
331,17,3,35
332,12,2,15
332,26,1,95
332,2,1,20
332,1,1,12
333,4,1,35
333,19,1,45
333,11,1,28
334,6,1,18
334,7,1,25
334,11,1,28
335,23,1,30
335,25,1,55
336,7,1,25
337,3,2,15
337,5,1,65
338,23,1,30
338,18,2,28
338,7,1,25
338,14,1,55
338,27,1,49
339,14,1,55
339,6,1,18
340,5,2,65
340,17,1,35
340,11,1,28
340,10,1,22
340,12,1,15
341,8,1,20
341,15,1,60
341,2,1,20
341,1,1,12
342,24,3,89
342,22,1,35
343,19,1,45
344,2,1,20
344,7,1,25
344,12,1,15
345,6,1,18
346,8,1,20
346,2,2,20
346,4,1,35
346,1,1,12
347,7,1,25
347,6,1,18
348,17,1,35
348,12,1,15
348,7,2,25
349,6,2,18
349,7,2,25
350,1,1,12
350,27,1,49
351,11,1,28
351,4,1,35
351,23,2,30
351,1,1,12
352,17,1,35
353,2,1,20
354,28,1,39
355,3,1,15
356,1,1,12
357,12,2,15
357,4,1,35
357,1,1,12
358,4,1,35
358,7,1,25
359,2,3,20
359,6,1,18
359,12,2,15
360,3,1,15
360,8,1,20
361,6,1,18
361,7,1,25
361,16,1,40
361,9,2,30
361,17,1,35
362,6,3,18
363,22,1,35
363,25,2,55
363,8,1,20
364,18,1,28
365,19,2,45
365,28,1,39
366,7,1,25
367,17,1,35
368,23,2,30
369,17,1,35
369,9,1,30
369,12,1,15
370,13,1,185
371,1,1,12
372,16,1,40
372,1,2,12
373,12,1,15
374,5,3,65
374,15,1,60
375,21,1,75
375,17,2,35
375,10,1,22
376,13,3,185
376,26,2,95
376,14,1,55
377,8,1,20
377,3,3,15
377,4,1,35
377,11,1,28
378,3,2,15
379,5,1,65
379,11,1,28
379,23,1,30
379,13,1,185
379,15,2,60
380,7,1,25
381,2,1,20
382,25,1,55
382,22,1,35
383,9,1,30
383,26,2,95
383,6,2,18
383,5,2,65
384,17,1,35
384,16,1,40
384,15,1,60
385,28,2,39
385,14,1,55
385,21,1,75
385,3,1,15
385,22,1,35
386,12,3,15
386,3,1,15
386,16,1,40
387,18,1,28
387,3,1,15
388,17,1,35
388,4,2,35
389,11,2,28
389,6,1,18
389,3,2,15
390,3,1,15
390,8,1,20
390,12,1,15
391,19,1,45
391,27,1,49
392,4,1,35
393,17,2,35
393,8,1,20
393,14,3,55
394,1,1,12
394,8,1,20
394,11,1,28
395,28,1,39
395,19,1,45
395,21,1,75
395,27,1,49
395,25,2,55
396,24,1,89
396,10,1,22
396,11,1,28
397,15,2,60
397,5,2,65
397,17,1,35
398,17,2,35
398,3,1,15
398,16,2,40
399,8,3,20
400,20,2,120
400,16,1,40
401,1,3,12
402,16,2,40
402,6,1,18
402,13,2,185
403,1,2,12
403,9,1,30
403,28,3,39
404,12,1,15
404,3,1,15
404,2,1,20
404,6,2,18
405,24,1,89
405,12,2,15
406,12,1,15
406,5,2,65
406,14,1,55
406,1,1,12
406,3,1,15
407,3,2,15
407,12,1,15
408,18,1,28
408,15,1,60
408,14,2,55
408,20,2,120
408,16,2,40
409,11,1,28
410,22,1,35
410,27,1,49
411,10,1,22
411,5,1,65
411,3,1,15
412,11,2,28
413,24,1,89
414,10,1,22
414,4,1,35
415,4,1,35
415,11,2,28
415,16,1,40
415,28,2,39
415,8,2,20
416,2,1,20
416,7,1,25
416,9,1,30
416,8,3,20
417,19,1,45
418,10,3,22
418,6,1,18
418,17,1,35
419,22,1,35
419,6,1,18
420,22,1,35
420,5,1,65
421,22,1,35
421,27,1,49
422,14,1,55
422,3,1,15
423,23,1,30
423,28,2,39
423,11,2,28
423,24,1,89
423,25,2,55
424,12,1,15
425,1,2,12
425,9,2,30
426,23,1,30
427,4,1,35
427,6,2,18
428,21,2,75
429,1,1,12
429,10,3,22
430,21,2,75
430,28,3,39
431,19,1,45
432,1,1,12
432,18,1,28
433,12,1,15
434,8,1,20
434,9,1,30
435,3,1,15
435,8,1,20
436,9,1,30
437,7,1,25
437,1,1,12
437,10,1,22
438,1,1,12
439,15,1,60
439,19,1,45
440,18,1,28
440,28,2,39
440,11,2,28
441,18,1,28
441,11,1,28
442,11,1,28
442,3,1,15
442,2,1,20
442,6,2,18
443,17,1,35
443,12,1,15
444,28,2,39
444,20,1,120
445,19,1,45
445,3,1,15
445,9,1,30
446,18,1,28
446,23,1,30
447,3,1,15
448,20,2,120
448,11,1,28
448,27,2,49
448,24,1,89
449,19,2,45
449,28,3,39
449,15,1,60
449,23,1,30
449,1,3,12
450,1,1,12
451,14,2,55
452,7,1,25
452,3,1,15
453,17,1,35
453,3,3,15
453,18,1,28
453,25,1,55
454,9,1,30
454,3,3,15
454,4,1,35
454,20,1,120
455,9,1,30
455,27,2,49
456,20,1,120
456,26,1,95
456,15,1,60
456,27,1,49
457,25,1,55
457,1,1,12
457,23,1,30
458,15,1,60
458,17,1,35
458,18,1,28
459,6,1,18
459,8,2,20
459,11,2,28
460,4,1,35
460,6,1,18
461,3,3,15
461,1,1,12
462,18,1,28
462,17,1,35
462,27,1,49
462,16,1,40
462,7,2,25
463,15,1,60
463,16,1,40
463,4,2,35
464,3,1,15
465,5,1,65
466,17,2,35
466,27,1,49
466,18,3,28
466,16,2,40
466,15,1,60
467,27,1,49
467,25,1,55
468,8,1,20
468,1,1,12
468,11,3,28
469,12,1,15
469,16,1,40
470,6,1,18
470,26,1,95
470,2,1,20
471,3,1,15
471,27,1,49
471,7,3,25
471,25,1,55
472,21,1,75
472,13,3,185
472,28,1,39
472,11,1,28
473,27,1,49
473,22,2,35
473,2,1,20
474,9,1,30
475,16,2,40
475,13,1,185
475,20,1,120
475,14,1,55
476,13,3,185
476,11,1,28
477,1,1,12
477,12,2,15
477,11,1,28
478,1,1,12
478,11,1,28
478,12,2,15
478,9,1,30
478,7,1,25
479,3,3,15
479,11,1,28
479,12,1,15
479,10,3,22
480,23,2,30
481,8,1,20
481,1,1,12
482,26,2,95
482,19,1,45
483,12,1,15
484,17,2,35
485,21,1,75
485,5,1,65
485,13,1,185
485,28,1,39
486,21,1,75
486,24,1,89
486,25,1,55
487,6,1,18
487,18,1,28
488,28,1,39
488,19,1,45
488,1,1,12
489,20,1,120
489,27,2,49
489,4,2,35
489,12,1,15
490,6,1,18
491,25,1,55
492,11,1,28
492,1,1,12
492,18,2,28
492,6,1,18
492,4,1,35
493,15,1,60
493,7,1,25
493,20,1,120
493,16,1,40
493,25,3,55
494,21,1,75
494,26,2,95
495,6,2,18
495,1,3,12
496,17,1,35
497,18,1,28
497,20,1,120
498,10,2,22
498,9,1,30
498,4,1,35
498,2,1,20
499,14,2,55
499,22,1,35
499,18,1,28
499,1,1,12
499,17,1,35
500,2,3,20
500,6,1,18
501,27,1,49
501,26,2,95
502,7,1,25
502,8,1,20
503,3,1,15
503,18,1,28
504,27,1,49
504,26,1,95
504,23,2,30
505,3,1,15
505,11,1,28
505,12,1,15
505,18,1,28
505,10,1,22
506,24,1,89
507,10,1,22
507,4,2,35
507,3,1,15
508,22,1,35
509,26,2,95
510,23,1,30
510,17,1,35
510,25,1,55
510,26,1,95
510,24,1,89
511,4,1,35
511,12,1,15
512,8,3,20
512,5,1,65
513,7,1,25
513,28,1,39
514,17,1,35
515,7,1,25
515,3,3,15
515,5,2,65
515,2,1,20
515,1,1,12
516,9,3,30
516,2,2,20
517,11,3,28
517,22,1,35
517,5,2,65
518,2,2,20
518,9,3,30
519,20,1,120
519,26,1,95
519,10,1,22
519,18,1,28
519,3,2,15
520,14,1,55
520,13,1,185
521,12,1,15
521,25,1,55
521,3,3,15
521,7,1,25
522,14,1,55
522,17,1,35
523,15,1,60
523,4,1,35
524,4,1,35
525,9,1,30
525,3,2,15
525,14,1,55
525,5,2,65
526,7,2,25
526,18,1,28
526,3,1,15
527,8,1,20
527,2,1,20
528,16,1,40
528,12,1,15
528,14,2,55
528,2,3,20
529,9,1,30
529,25,2,55
530,1,1,12
530,7,1,25
530,4,1,35
531,2,1,20
531,8,1,20
532,26,1,95
532,23,2,30
532,20,3,120
533,4,1,35
533,20,1,120
534,1,1,12
534,8,2,20
535,2,1,20
535,10,1,22
535,9,1,30
535,12,1,15
535,5,1,65
536,3,1,15
537,14,1,55
537,16,1,40
537,15,3,60
538,7,1,25
538,4,2,35
539,4,1,35
539,12,1,15
539,9,1,30
540,3,1,15
540,20,1,120
540,11,1,28
540,7,1,25
540,18,1,28
541,3,1,15
541,10,1,22
541,4,1,35
542,9,1,30
542,3,1,15
542,2,1,20
542,6,1,18
542,23,1,30
543,27,2,49
543,21,1,75
544,11,2,28
544,3,1,15
545,3,1,15
545,12,1,15
546,15,1,60
546,18,3,28
546,9,1,30
547,15,1,60
547,2,1,20
547,16,1,40
548,25,1,55
548,22,3,35
549,15,1,60
549,2,1,20
550,8,2,20
550,10,2,22
550,3,2,15
551,1,3,12
552,20,1,120
553,8,1,20
554,5,1,65
554,17,2,35
555,5,1,65
555,10,2,22
556,18,2,28
557,27,2,49
558,13,1,185
558,21,1,75
558,17,1,35
558,12,1,15
558,14,1,55
559,5,1,65
560,6,1,18
560,11,2,28
560,8,1,20
561,17,1,35
561,14,1,55
562,4,2,35
562,27,1,49
562,7,1,25
563,10,1,22
563,4,2,35
563,6,3,18
563,3,1,15
564,26,2,95
564,23,1,30
564,19,1,45
564,7,1,25
564,9,1,30
565,6,1,18
565,12,3,15
566,18,3,28
566,25,1,55
567,1,2,12
567,16,1,40
567,18,1,28
567,19,1,45
568,22,2,35
568,28,1,39
569,28,2,39
569,19,1,45
570,26,2,95
570,23,3,30
570,9,1,30
570,22,1,35
571,24,1,89
571,22,1,35
571,12,2,15
572,1,1,12
572,10,2,22
573,16,1,40
573,13,1,185
574,4,1,35
575,2,1,20
576,23,1,30
576,1,1,12
577,2,1,20
578,1,1,12
578,16,1,40
578,12,2,15
578,9,3,30
579,6,2,18
579,12,1,15
580,11,2,28
580,2,2,20
581,22,1,35
582,24,1,89
582,10,1,22
583,2,3,20
583,1,1,12
584,18,1,28
584,19,1,45
584,1,3,12
585,25,1,55
586,12,1,15
587,19,1,45
588,28,1,39
588,23,1,30
589,12,1,15
590,25,1,55
591,14,2,55
591,13,2,185
591,3,1,15
591,15,1,60
591,18,1,28
592,21,1,75
593,12,1,15
594,28,1,39
595,3,1,15
595,7,1,25
595,11,1,28
595,10,1,22
595,12,3,15
596,22,1,35
596,28,1,39
596,7,1,25
596,18,1,28
597,10,1,22
597,1,3,12
597,3,1,15
598,19,1,45
598,25,1,55
598,8,1,20
598,26,1,95
599,10,1,22
600,2,2,20
600,28,3,39
600,17,1,35
601,11,1,28
602,28,1,39
602,7,1,25
603,26,1,95
603,12,1,15
604,9,2,30
604,21,1,75
604,5,1,65
604,4,2,35
605,20,2,120
605,28,1,39
605,27,1,49
606,9,3,30
606,18,2,28
606,2,1,20
606,1,1,12
606,3,1,15
607,22,1,35
607,25,1,55
607,27,1,49
608,12,2,15
608,16,3,40
608,3,2,15
608,1,2,12
608,5,1,65
609,12,1,15
610,18,1,28
610,11,1,28
610,13,1,185
611,12,1,15
611,6,1,18
612,5,1,65
613,25,1,55
614,17,2,35
614,14,2,55
614,27,2,49
614,18,2,28
615,20,1,120
616,16,1,40
617,7,1,25
617,1,1,12
617,6,1,18
617,2,1,20
617,26,1,95
618,8,1,20
619,11,1,28
619,3,1,15
620,23,1,30
620,24,2,89
620,22,1,35
620,3,1,15
620,26,1,95
621,11,1,28
621,5,1,65
621,6,2,18
621,2,1,20
622,20,1,120
623,10,1,22
623,3,1,15
623,22,2,35
623,1,3,12
624,28,2,39
624,19,1,45
625,2,1,20
625,19,1,45
625,13,1,185
625,9,2,30
626,7,1,25
627,11,1,28
627,3,2,15
627,18,2,28
628,19,3,45
628,3,1,15
629,12,1,15
629,3,2,15
630,3,2,15
630,9,1,30
630,10,3,22
630,11,2,28
630,8,3,20
631,16,1,40
631,15,2,60
631,14,1,55
631,20,1,120
632,25,1,55
633,13,1,185
633,12,1,15
634,11,3,28
634,12,2,15
635,19,1,45
636,3,1,15
636,9,1,30
636,27,1,49
636,12,1,15
637,9,3,30
638,22,1,35
638,27,2,49
639,2,1,20
639,9,1,30
640,23,1,30
640,3,1,15
641,10,1,22
642,19,1,45
642,24,1,89
642,13,1,185
642,18,1,28
643,1,1,12
643,6,2,18
644,4,1,35
644,11,1,28
644,10,2,22
644,12,1,15
644,18,1,28
645,8,1,20
645,1,1,12
645,2,1,20
645,3,1,15
646,10,2,22
646,2,1,20
647,15,1,60
647,18,1,28
647,13,1,185
648,6,1,18
648,22,1,35
648,9,1,30
649,28,1,39
649,12,2,15
650,11,2,28
651,1,1,12
651,12,1,15
651,23,2,30
651,8,1,20
651,16,1,40
652,24,1,89
652,21,1,75
652,25,1,55
652,15,1,60
652,17,3,35
653,25,1,55
653,11,3,28
654,9,1,30
654,22,1,35
654,3,1,15
655,18,2,28
655,4,1,35
655,16,3,40
656,12,2,15
657,28,1,39
658,12,1,15
659,18,1,28
659,4,3,35
659,21,2,75
660,7,1,25
660,1,1,12
660,19,2,45
661,18,1,28
661,24,2,89
662,12,1,15
663,19,1,45
664,8,2,20
664,2,2,20
665,18,3,28
666,8,1,20
667,11,1,28
668,23,1,30
668,26,1,95
668,21,1,75
668,12,1,15
668,24,1,89
669,9,1,30
669,18,1,28
669,2,1,20
669,1,1,12
670,10,1,22
670,11,1,28
670,22,1,35
670,12,1,15
671,1,2,12
672,12,1,15
672,8,1,20
673,16,1,40
673,18,1,28
674,22,1,35
675,28,1,39
675,5,1,65
676,11,1,28
676,23,1,30
676,8,1,20
677,12,2,15
677,17,2,35
677,10,2,22
677,3,1,15
678,1,2,12
678,9,1,30
678,4,3,35
678,11,1,28
679,6,1,18
680,5,1,65
681,23,1,30
682,8,2,20
682,3,1,15
682,2,1,20
682,4,2,35
683,3,3,15
683,10,2,22
683,8,1,20
683,11,2,28
684,6,1,18
685,5,1,65
685,9,1,30
685,2,1,20
685,21,1,75
686,22,1,35
686,5,1,65
686,11,1,28
687,23,1,30
688,7,1,25
688,6,1,18
688,3,1,15
689,7,1,25
689,3,1,15
690,7,1,25
690,18,2,28
691,20,1,120
691,26,1,95
691,25,1,55
691,19,1,45
691,27,2,49
692,6,1,18
692,12,2,15
693,11,1,28
693,7,1,25
693,5,1,65
694,15,1,60
694,18,2,28
695,10,2,22
695,9,1,30
696,21,3,75
697,8,1,20
697,16,1,40
697,24,1,89
697,4,1,35
697,3,2,15
698,14,1,55
699,4,1,35
699,12,1,15
700,2,1,20
701,10,2,22
701,1,1,12
701,13,1,185
701,6,1,18
702,16,1,40
702,14,1,55
703,16,1,40
703,15,1,60
703,11,2,28
703,13,1,185
704,11,3,28
704,4,1,35
704,10,2,22
705,7,1,25
705,19,3,45
705,5,1,65
706,3,2,15
